genre,danceability,energy,valence,tempo,acousticness,loudness,popularity
 delta blues,0.7455,0.498,0.8125,119.44800000000001,0.5455,-12.203,55.0
 detroit rock,0.5601363636363637,0.7391363636363636,0.5360454545454545,122.06277272727272,0.18928863636363635,-6.121,60.90909090909091
 detroit trap,0.719,0.6679999999999999,0.5245,98.53450000000001,0.183,-5.8735,70.5
 digital hardcore,0.713,0.868,0.641,119.98,0.00206,-6.644,69.0
 dirty south rap,0.752764705882353,0.700735294117647,0.5621176470588236,120.34641176470588,0.08918676470588235,-5.659029411764705,66.70588235294117
 disco,0.6184761904761904,0.5380428571428572,0.6734603174603174,121.51960317460318,0.4156513492063492,-10.855460317460318,59.317460317460316
 dixieland,0.35533333333333333,0.164,0.2221666666666667,86.041,0.773,-18.373333333333335,67.33333333333333
 doo-wop,0.7003333333333334,0.36599999999999994,0.715,126.00100000000002,0.3033,-16.600666666666665,61.333333333333336
 downtempo,0.448,0.59,0.264,119.834,0.446,-4.359,69.0
 dream pop,0.4503103448275862,0.5936896551724138,0.3227137931034483,119.53103448275863,0.36790878275862066,-9.772379310344828,68.96551724137932
 dreamo,0.4436,0.6826000000000001,0.323,130.3856,0.278938,-8.2522,69.6
 drill,0.7555,0.6321666666666667,0.3695,127.51866666666666,0.074414,-7.1321666666666665,73.0
 drone,0.224,0.139,0.213,111.316,0.961,-22.587,75.0
 early avant garde,0.469,0.0128,0.354,72.765,0.994,-36.856,57.0
 early modern classical,0.469,0.0128,0.354,72.765,0.994,-36.856,57.0
 early music,0.336,0.06245,0.2565,103.8325,0.9450000000000001,-25.6705,61.0
 early romantic era,0.44,0.00925,0.0908,129.129,0.984,-32.452,64.0
 early us punk,0.3936,0.8916000000000001,0.7140000000000001,157.2422,0.041907799999999995,-5.6914,59.2
 east coast hip hop,0.764,0.7076176470588236,0.7090588235294117,104.86679411764706,0.13489235294117646,-7.070441176470588,64.58823529411765
 easy listening,0.4457037037037037,0.36711111111111117,0.5378518518518519,113.27303703703703,0.734037037037037,-11.621629629629629,63.851851851851855
 eau claire indie,0.56475,0.308475,0.22204999999999997,115.277,0.8215,-13.8855,73.0
 ectofolk,0.593,0.2665,0.6045,139.601,0.573,-15.0595,58.0
 edm,0.6060800000000001,0.7856400000000001,0.4796,123.70988,0.10025288,-4.33844,76.16
 el paso indie,0.44585714285714284,0.43157142857142855,0.1621,100.7242857142857,0.3228,-10.209999999999999,81.71428571428571
 electra,0.224,0.139,0.213,111.316,0.961,-22.587,75.0
 electric blues,0.5991379310344828,0.5186896551724138,0.6541724137931034,115.51372413793104,0.3997778620689655,-11.459172413793102,59.0
 electro house,0.623625,0.821625,0.53,117.86625000000001,0.12140400000000001,-4.49225,77.5
 electronic rock,0.5996666666666667,0.8373333333333334,0.5046666666666667,111.12166666666667,0.008651,-8.131666666666666,63.666666666666664
 electronic trap,0.475,0.715,0.159,199.892,0.0863,-5.371,83.0
 electronica,0.5599999999999999,0.33786,0.17307999999999998,99.52239999999999,0.309,-13.754000000000001,68.8
 electropop,0.6723333333333333,0.809,0.7463333333333333,114.81299999999999,0.0037970000000000005,-3.793333333333333,68.33333333333333
 electropowerpop,0.791,0.713,0.514,130.012,0.0163,-3.742,69.0
 elephant 6,0.271,0.714,0.239,94.158,0.392,-5.124,63.0
 emo,0.47783333333333333,0.7573333333333334,0.49816666666666665,141.65333333333334,0.12287666666666668,-6.575833333333333,68.5
 emo rap,0.639,0.6376666666666667,0.3705,114.01866666666668,0.08442,-7.050166666666667,77.66666666666667
 escape room,0.813,0.406,0.755,122.658,0.0203,-12.626,70.0
 ethereal wave,0.41180000000000005,0.7402,0.6756,155.21980000000002,0.25380594,-7.9525999999999994,63.2
 etherpop,0.6745000000000001,0.619,0.47050000000000003,125.67699999999999,0.11470000000000001,-8.423,72.0
 ethio-jazz,0.549,0.254,0.541,81.484,0.962,-14.48,54.0
 eurodance,0.7071666666666667,0.7901666666666666,0.8331666666666666,123.272,0.015392666666666667,-9.336333333333334,68.0
 europop,0.6912,0.8066666666666666,0.7137333333333333,123.96193333333333,0.053301,-7.5908,71.26666666666667
 experimental ambient,0.224,0.139,0.213,111.316,0.961,-22.587,75.0
 experimental pop,0.224,0.139,0.213,111.316,0.961,-22.587,75.0
 experimental rock,0.631,0.804,0.671,79.898,0.00589,-5.492,61.0
 filter house,0.7737499999999999,0.72275,0.638375,116.56325,0.13412374999999999,-9.178125,72.5
 florida rap,0.7983333333333333,0.5583333333333333,0.4053333333333333,97.99433333333333,0.1304,-7.653333333333333,73.0
 flute rock,0.4506666666666667,0.49733333333333335,0.39566666666666667,110.59733333333334,0.3156333333333334,-9.994333333333334,58.333333333333336
 folk,0.5664,0.4347941935483871,0.6189741935483871,115.7118193548387,0.5192309032258065,-12.443929032258064,60.619354838709675
 folk punk,0.38,0.346,0.358,117.916,0.648,-14.313,63.0
 folk rock,0.5634522292993631,0.5016531847133758,0.6497547770700637,117.12967197452228,0.43315642038216556,-11.559958598726114,60.468152866242036
 free jazz,0.387,0.0948,0.221,76.614,0.977,-21.094,60.0
 freestyle,0.557,0.798,0.793,112.117,0.000851,-7.405,68.0
 french soundtrack,0.447,0.343,0.641,130.917,0.692,-8.677,56.0
 french synthpop,0.526,0.712,0.32,105.009,0.0161,-6.525,69.0
 french techno,0.874,0.869,0.726,126.027,0.00116,-5.996,81.0
 funk,0.662394495412844,0.5709293577981651,0.7163201834862386,118.54256880733945,0.35314229357798166,-10.474990825688074,59.92660550458716
 funk metal,0.5514426229508197,0.8391967213114755,0.5507737704918033,112.35995081967214,0.035062354262295085,-5.816,69.22950819672131
 funk rock,0.6412142857142857,0.7440178571428572,0.6534642857142857,119.16353571428571,0.07921601785714286,-7.541839285714286,64.48214285714286
 futuristic swag,0.675,0.8180000000000001,0.678,144.4795,0.010204999999999999,-5.148,61.0
 g funk,0.8145000000000001,0.7151666666666667,0.6628333333333334,96.00733333333334,0.1174885,-7.390666666666667,69.5
 gangster rap,0.7671359999999999,0.7057680000000001,0.6285040000000001,107.467072,0.11597123200000001,-6.135056,69.24
 garage rock,0.5681764705882353,0.7532941176470588,0.6245882352941177,127.72435294117646,0.09254211764705882,-5.2712941176470585,69.05882352941177
 gauze pop,0.746,0.486,0.417,92.057,0.222,-7.004,77.0
 geek rock,0.5836666666666667,0.6343333333333333,0.6293333333333334,127.99833333333333,0.2846366666666667,-7.458666666666667,57.333333333333336
 german baroque,0.336,0.06245,0.2565,103.8325,0.9450000000000001,-25.6705,61.0
 german hard rock,0.373,0.5158,0.41002,116.04099999999998,0.18174600000000002,-11.4886,69.2
 german metal,0.373,0.5158,0.41002,116.04099999999998,0.18174600000000002,-11.4886,69.2
 german rock,0.373,0.5158,0.41002,116.04099999999998,0.18174600000000002,-11.4886,69.2
 german romanticism,0.409,0.00218,0.325,129.924,0.993,-42.236,62.0
 german techno,0.663,0.8266,0.5232,124.1464,0.05231600000000001,-5.9422,71.0
 girl group,0.7030384615384615,0.6830769230769231,0.6294230769230769,130.054,0.13441461538461538,-6.895615384615384,66.1923076923077
 glam metal,0.49699382716049384,0.7136666666666667,0.5349814814814815,124.44057407407408,0.11619986722222223,-8.48924074074074,61.32098765432099
 glam rock,0.5483037974683544,0.6023037974683544,0.5868886075949367,115.32856962025316,0.3120340253164557,-9.296721518987342,63.164556962025316
 golden age hip hop,0.8156896551724139,0.6782068965517241,0.7219310344827586,113.63813793103448,0.1099993103448276,-9.270793103448277,62.55172413793103
 gothabilly,0.509,0.739,0.5103333333333333,125.24533333333333,0.10958866666666665,-10.875666666666667,61.333333333333336
 gothenburg indie,0.589,0.177,0.311,88.409,0.977,-14.891,63.0
 gothic metal,0.474,0.977,0.0449,100.557,0.024,-8.651,70.0
 gothic rock,0.601,0.768,0.887,130.342,0.0785,-8.718,58.0
 grave wave,0.6539999999999999,0.603,0.3595,161.007,0.09570000000000001,-7.791499999999999,65.5
 grebo,0.636,0.848,0.934,104.073,0.000339,-6.854,63.0
 gregorian dance,0.4485,0.241225,0.36875,122.84675,0.84625,-16.95075,58.25
 groove metal,0.3754,0.8644666666666667,0.3451866666666667,127.1124,0.0016154866666666667,-6.856800000000001,64.86666666666666
 grunge,0.4431645569620253,0.7372784810126582,0.4501658227848101,119.93991139240507,0.061831018227848096,-7.435746835443037,65.27848101265823
 grungegaze,0.437,0.252,0.255,108.881,0.664,-11.114,69.0
 grupera,0.6530400000000001,0.58612,0.74092,122.47372,0.3695384,-7.80804,66.84
 gruperas inmortales,0.6381794871794871,0.5951794871794872,0.7274871794871794,118.05084615384615,0.29242307692307695,-9.29774358974359,62.64102564102564
 grupero romantico,0.6723333333333333,0.6753333333333332,0.7315,110.3,0.20203333333333331,-7.6129999999999995,66.5
 hard rock,0.4955150501672241,0.7200658862876255,0.5590602006688963,122.47873076923078,0.13819285543478263,-8.43592474916388,62.725752508361204
 hardcore hip hop,0.765675,0.7020500000000001,0.65935,105.95384999999999,0.13940502500000002,-6.931375,67.55
 hardcore punk,0.32316666666666666,0.9178333333333333,0.5805,144.14733333333334,0.021953333333333335,-5.609666666666667,59.5
 harlem hip hop,0.7976,0.7173999999999999,0.7605999999999999,96.78020000000001,0.055696,-7.0847999999999995,62.0
 harlem renaissance,0.363,0.174,0.3005,86.362,0.663,-19.3685,71.0
 harmonica blues,0.745,0.436,0.771,114.216,0.597,-9.617,56.0
 heartland rock,0.5883854166666667,0.62034375,0.6750937499999999,121.72841666666666,0.21167523958333334,-8.990854166666667,61.927083333333336
 hel,0.476,0.331,0.24,130.574,0.31,-14.884,57.0
 hi-nrg,0.7305454545454545,0.7971818181818182,0.8027272727272727,129.67345454545455,0.10447000000000001,-8.831181818181818,65.0909090909091
 hip hop,0.7213826815642458,0.6611005586592179,0.5444036312849162,112.7408156424581,0.14238334357541899,-6.845675977653631,71.14525139664805
 hip house,0.8035555555555556,0.7433333333333334,0.7954444444444444,120.22944444444445,0.016083666666666666,-11.064555555555556,63.77777777777778
 hip pop,0.7441481481481481,0.5938703703703704,0.6797333333333333,113.56444444444443,0.17439205555555556,-7.491018518518518,66.35185185185185
 honky tonk,0.47700000000000004,0.28733333333333333,0.592,130.933,0.7240000000000001,-14.020000000000001,53.0
 house,0.5955714285714285,0.8357142857142856,0.5828571428571429,126.26357142857144,0.07061028571428572,-4.206857142857143,77.57142857142857
 icelandic rock,0.489,0.505,0.337,163.255,0.579,-8.022,82.0
 impressionism,0.381,0.00803,0.143,80.466,0.9940000000000001,-32.13,58.333333333333336
 indie anthem-folk,0.4775,0.362,0.401,84.66550000000001,0.8885000000000001,-11.423,74.5
 indie folk,0.5526470588235294,0.3491705882352941,0.37124705882352943,119.64394117647058,0.6697294117647059,-11.871235294117648,68.82352941176471
 indie garage rock,0.467,0.757,0.433,82.282,0.0807,-5.093,78.0
 indie pop,0.5957916666666666,0.4319875,0.47091666666666665,123.29220833333333,0.5058137500000001,-11.35525,75.41666666666667
 indie poptimism,0.675,0.751,0.612,118.384,0.0604,-3.539,71.0
 indie quebecois,0.303,0.187,0.212,132.679,0.989,-16.757,83.0
 indie rock,0.5171538461538462,0.6192307692307691,0.5108205128205129,131.18243589743588,0.2895632923076923,-8.752205128205128,68.53846153846153
 indie soul,0.6995,0.6495,0.7025,131.3405,0.42364999999999997,-10.699,72.5
 indie surf,0.39899999999999997,0.7586,0.42939999999999995,136.0838,0.14222968,-7.5464,79.2
 indietronica,0.6051944444444444,0.7040000000000001,0.49644444444444447,123.98780555555555,0.16881870555555556,-6.641055555555556,70.0
 industrial,0.52325,0.8085,0.465,119.536625,0.0053177499999999996,-7.08725,66.5
 industrial metal,0.5522,0.86015,0.43484999999999996,124.21675,0.0027570850000000003,-6.43415,65.0
 industrial rock,0.5235625,0.8580625,0.44355625,124.662875,0.00988015625,-6.8244375,66.5625
 instrumental hip hop,0.6026666666666667,0.7471666666666666,0.7993333333333333,94.96716666666667,0.2536,-6.367999999999999,70.5
 instrumental rock,0.47240000000000004,0.48119999999999996,0.6258,131.6438,0.1765594,-11.8754,56.8
 instrumental soul,0.507,0.763,0.708,176.193,0.172,-12.732,55.0
 intelligent dance music,0.48050000000000004,0.26365,0.18765,96.787,0.6675,-19.585,65.0
 irish rock,0.5555,0.75625,0.71775,117.67275000000001,0.137432,-7.5305,66.25
 irish shoegaze,0.4,0.82,0.135,128.894,0.000295,-12.281,60.0
 italian adult pop,0.612,0.577,0.405,157.617,0.394,-5.144,72.0
 italian pop,0.732,0.704,0.7735,133.2545,0.06432500000000001,-4.4079999999999995,81.5
 italian soundtrack,0.219,0.5655,0.1175,109.596,0.8065,-13.7155,58.5
 italo disco,0.536,0.782,0.543,123.78,0.347,-5.569,73.0
 jacksonville indie,0.586,0.494,0.401,144.973,0.723,-10.759,69.0
 jam band,0.5996666666666666,0.5367333333333334,0.7419333333333333,119.13053333333333,0.40760233333333334,-11.468333333333334,55.86666666666667
 jangle pop,0.5632222222222222,0.7565555555555555,0.6853333333333333,124.36733333333333,0.21957777777777776,-8.544333333333334,55.77777777777778
 japanese classical,0.524,0.345,0.771,106.621,0.489,-15.659,59.0
 japanese new wave,0.631,0.644,0.861,103.376,0.341,-10.81,66.0
 japanese soundtrack,0.374,0.2455,0.4565,100.43799999999999,0.725,-15.995000000000001,62.0
 jazz,0.38599999999999995,0.2606,0.29086666666666666,128.58633333333333,0.8913333333333333,-18.01,56.333333333333336
 jazz blues,0.6354444444444445,0.4345555555555556,0.6666666666666666,114.47344444444444,0.41181111111111113,-11.229444444444445,63.44444444444444
 jazz funk,0.6893076923076923,0.6320769230769231,0.7901538461538462,116.36092307692307,0.2823076923076923,-10.21623076923077,64.38461538461539
 jazz guitar,0.6721666666666667,0.5491666666666667,0.6648333333333333,124.37633333333333,0.5428333333333334,-11.016833333333333,62.0
 jazz guitar trio,0.42533333333333334,0.11575666666666667,0.43966666666666665,90.84333333333332,0.9676666666666667,-28.950666666666667,50.666666666666664
 jazz harp,0.613,0.218,0.635,82.371,0.795,-18.486,54.0
 jazz piano,0.421,0.08,0.0546,122.044,0.903,-21.795,57.0
 jazz pop,0.5538888888888889,0.38199999999999995,0.5574444444444445,122.49455555555556,0.7521111111111112,-9.538555555555556,71.33333333333333
 jazz rap,0.7966666666666666,0.6311111111111111,0.7374444444444443,108.64611111111111,0.1833711111111111,-10.188777777777778,63.0
 jazz rock,0.342,0.701,0.558,139.563,0.000409,-9.916,55.0
 jazz saxophone,0.387,0.0948,0.221,76.614,0.977,-21.094,60.0
 jazz trio,0.42533333333333334,0.11575666666666667,0.43966666666666665,90.84333333333332,0.9676666666666667,-28.950666666666667,50.666666666666664
 jazz trombone,0.34,0.144,0.0655,85.399,0.993,-16.383,60.0
 jazz trumpet,0.418,0.41374999999999995,0.531,123.31875,0.7,-13.69725,62.75
 kentucky hip hop,0.933,0.581,0.716,125.02250000000001,0.0098,-5.791,77.0
 kentucky roots,0.5245555555555556,0.4117777777777778,0.5864444444444445,113.75222222222222,0.7038888888888889,-10.229666666666667,71.33333333333333
 kindie rock,0.687,0.242,0.78,119.232,0.638,-9.016,61.0
 la indie,0.5650000000000001,0.5014000000000001,0.4206,111.7118,0.35549400000000003,-8.716800000000001,74.0
 laboratorio,0.51,0.434,0.207,119.695,0.177,-10.004,73.0
 late romantic era,0.277,0.086345,0.2455,72.788,0.9535,-28.0065,66.5
 latin alternative,0.6464545454545454,0.6869090909090909,0.6723636363636364,118.32172727272727,0.2291927272727273,-7.131,69.81818181818181
 latin classical,0.5246666666666667,0.24966666666666668,0.7073333333333333,136.93766666666667,0.818,-19.200333333333333,59.333333333333336
 latin hip hop,0.765,0.639,0.7413333333333333,123.94599999999998,0.2945111111111111,-7.188000000000001,72.66666666666667
 latin pop,0.6388375,0.5860274999999999,0.63646,125.422875,0.345032125,-8.3345375,71.9875
 latin rock,0.6204285714285714,0.7629523809523808,0.6518571428571429,120.54919047619047,0.1678947619047619,-6.30652380952381,71.47619047619048
 latin viral pop,0.699,0.529,0.121,119.987,0.0317,-7.548,75.0
 lgbtq+ hip hop,0.639,0.6376666666666667,0.3705,114.01866666666668,0.08442,-7.050166666666667,77.66666666666667
 library music,0.548,0.0282,0.22,108.517,0.936,-26.562,65.0
 lilith,0.5884166666666667,0.5956666666666667,0.5530833333333334,112.72375,0.2970541666666667,-8.818624999999999,66.5
 lo-fi,0.4653333333333333,0.508,0.4666666666666666,115.95866666666666,0.5346666666666667,-8.487666666666668,67.0
 lo-fi emo,0.4223333333333333,0.3096666666666667,0.10693333333333334,116.361,0.8816666666666667,-14.622333333333332,77.0
 lo-fi indie,0.5883636363636364,0.5157272727272727,0.5002545454545455,117.73209090909091,0.47706727272727273,-10.824545454545454,76.81818181818181
 louisiana blues,0.649,0.518,0.6046666666666667,104.99366666666667,0.5224333333333333,-9.977333333333334,55.333333333333336
 lounge,0.4778,0.39852666666666664,0.5193666666666666,116.44693333333333,0.6348633333333333,-11.746766666666668,66.4
 madchester,0.47214285714285714,0.8565714285714287,0.6425714285714286,137.93685714285715,0.04666778571428572,-6.689642857142857,68.28571428571429
 man's orchestra,0.326,0.326,0.87,186.232,0.591,-15.144,60.0
 mariachi,0.5148461538461538,0.3772461538461539,0.4703846153846154,132.063,0.4955615384615385,-11.857769230769232,67.76923076923077
 math rock,0.434,0.808,0.422,144.292,0.0233,-6.601,62.0
 melancholia,0.4675072463768116,0.4122217391304348,0.4043260869565217,117.74031884057972,0.4861879956521739,-12.567855072463768,65.3768115942029
 melbourne bounce international,0.633,0.976,0.493,142.027,0.00281,-5.362,73.0
 mellow gold,0.5692434514637905,0.5817232665639446,0.6436503852080123,121.01279969183359,0.3150347442218798,-10.164283513097072,62.348228043143294
 melodic metalcore,0.197,0.956,0.209,177.018,7.61e-05,-2.908,66.0
 melodic rap,0.7263076923076923,0.6097948717948718,0.4474205128205128,124.20635897435896,0.16735166666666668,-6.278717948717949,76.17948717948718
 melodic thrash,0.4878,0.9396000000000001,0.43439999999999995,128.2082,0.00103994,-4.4646,63.6
 memphis blues,0.746,0.56,0.854,124.68,0.494,-14.789,54.0
 memphis hip hop,0.855,0.571,0.31005,113.843,0.2298325,-7.4559999999999995,66.5
 memphis soul,0.6487037037037037,0.424,0.6772962962962963,120.00033333333333,0.4051777777777778,-11.237444444444444,62.592592592592595
 merseybeat,0.501955223880597,0.4916462686567164,0.5717223880597014,121.472,0.35351089552238807,-10.12910447761194,60.71641791044776
 metal,0.4260630630630631,0.8099315315315315,0.4446531531531531,126.18992792792793,0.05292196531531532,-7.5612432432432435,61.486486486486484
 metalcore,0.36433333333333334,0.8483333333333333,0.4535,151.42233333333334,0.019144433333333332,-4.413166666666666,69.66666666666667
 metropopolis,0.6373888888888889,0.5795555555555556,0.4370777777777778,123.62683333333332,0.1894998888888889,-7.61361111111111,71.38888888888889
 mexican classic rock,0.6187142857142857,0.5801428571428572,0.7384285714285713,113.202,0.34094285714285716,-9.648571428571428,65.28571428571429
 mexican pop,0.6654000000000001,0.6923600000000001,0.6808799999999999,130.63208,0.2437404,-6.78996,71.76
 mexican rock,0.5813636363636363,0.8050909090909091,0.61,126.15700000000001,0.1952427272727273,-6.022818181818182,71.27272727272727
 mexican rock-and-roll,0.297,0.451,0.293,173.442,0.182,-7.175,67.0
 miami bass,0.872375,0.692,0.641625,117.36125,0.0172985,-10.28125,60.75
 miami hip hop,0.7175833333333332,0.6975555555555556,0.5735,124.03647222222223,0.17660527777777776,-6.016361111111111,76.08333333333333
 midwest emo,0.434,0.808,0.422,144.292,0.0233,-6.601,62.0
 minneapolis sound,0.7217857142857144,0.63,0.6796428571428572,125.8527142857143,0.11531428571428572,-9.309857142857142,60.42857142857143
 mississippi hip hop,0.7383333333333333,0.6286666666666666,0.4116666666666666,158.00933333333333,0.20766666666666667,-5.793666666666667,73.0
 modern alternative rock,0.6056923076923078,0.714076923076923,0.5253076923076923,123.94376923076923,0.18024907692307693,-6.384769230769231,74.07692307692308
 modern blues,0.616,0.381,0.4883333333333333,115.145,0.40610000000000007,-10.360666666666667,67.0
 modern blues rock,0.533,0.6968333333333333,0.43966666666666665,120.7085,0.23521333333333336,-5.965833333333333,70.0
 modern country pop,0.5650952380952381,0.6694285714285714,0.525047619047619,128.6197619047619,0.2241895238095238,-5.717095238095238,72.47619047619048
 modern country rock,0.62009375,0.71975,0.62,118.6684375,0.24468718750000001,-5.1149375,69.3125
 modern dream pop,0.395,0.48625,0.2945,119.975,0.58275,-12.7455,72.5
 modern folk rock,0.454,0.82,0.575,166.303,0.132,-4.193,77.0
 modern indie folk,0.611,0.331,0.559,95.015,0.93,-12.493,74.0
 modern power pop,0.5304545454545454,0.8319090909090909,0.6055454545454546,126.19863636363635,0.015805727272727273,-5.369818181818181,69.63636363636364
 modern rock,0.52771875,0.7623223958333334,0.5172807291666667,129.9150625,0.11274901718750001,-5.836666666666667,72.484375
 modern southern rock,0.5926666666666667,0.6163333333333333,0.45733333333333337,106.70766666666667,0.07106666666666667,-5.667000000000001,67.33333333333333
 moombahton,0.6843333333333333,0.7280000000000001,0.41,101.017,0.17015333333333335,-5.7989999999999995,74.0
 motown,0.6218543689320388,0.5590223300970873,0.7110000000000001,124.6119708737864,0.3594933009708738,-10.760514563106797,59.85436893203884
 movie tunes,0.548,0.4805,0.465,125.18100000000001,0.601,-7.8294999999999995,72.0
 mpb,0.56425,0.3165,0.69875,138.7355,0.7885,-17.36525,60.75
 musica aragonesa,0.374,0.85,0.348,125.796,0.0904,-5.657,68.0
 musica bajacaliforniana,0.8175833333333333,0.65725,0.8921666666666667,118.91558333333334,0.1556,-5.832,67.91666666666667
 musica campechana,0.783,0.591,0.962,172.013,0.0577,-6.917,73.0
 musica chihuahuense,0.7035,0.5489999999999999,0.5065,97.342,0.03815,-9.3595,67.0
 musica mexicana,0.6555225806451612,0.5368335483870967,0.7306645161290323,118.2798064516129,0.32771264516129034,-8.78681935483871,66.41935483870968
 musica nayarita,0.871,0.798,0.96,136.456,0.131,-5.704,65.0
 musica sonorense,0.7150000000000001,0.53125,0.873,97.48275,0.5425,-6.67375,63.25
 musica tamaulipeca,0.641,0.5665,0.8380000000000001,142.5775,0.26449999999999996,-10.874500000000001,67.0
 nashville hip hop,0.4335,0.656,0.44300000000000006,122.0095,0.0271,-5.8675,72.5
 nashville sound,0.62264,0.47216,0.69096,122.2298,0.45278399999999996,-11.56952,57.84
 native american traditional,0.6699999999999999,0.8055000000000001,0.8554999999999999,114.5755,0.0935,-7.9535,66.0
 neo mellow,0.5606428571428571,0.6181428571428571,0.48364285714285715,122.35182142857143,0.27910187142857146,-7.271535714285714,70.28571428571429
 neo soul,0.6166760563380281,0.5034464788732395,0.5407943661971831,113.67597183098592,0.3652564788732394,-9.322169014084507,68.7605633802817
 neo-classical,0.315,0.22,0.116,145.195,0.987,-21.343,69.0
 neo-psychedelic,0.5137142857142857,0.7634285714285715,0.5435714285714285,126.67685714285714,0.07588857142857143,-5.441142857142857,75.85714285714286
 neo-singer-songwriter,0.717,0.455,0.389,127.812,0.0846,-8.303,82.0
 neo-synthpop,0.6519333333333334,0.748,0.5574666666666667,131.28946666666667,0.08070413333333333,-5.436733333333334,68.26666666666667
 neo-traditional bluegrass,0.49,0.445,0.54,159.318,0.695,-7.19,63.0
 neon pop punk,0.5267499999999999,0.8290833333333333,0.554125,131.66804166666665,0.05224855416666666,-4.867583333333333,68.125
 neue deutsche harte,0.5760000000000001,0.908,0.5195,100.1065,0.003555,-5.8629999999999995,70.5
 neue deutsche welle,0.61,0.817,0.89,176.735,0.296,-9.45,63.0
 new age piano,0.315,0.22,0.116,145.195,0.987,-21.343,69.0
 new americana,0.5965,0.388125,0.547625,123.868,0.50255,-11.658375,62.0
 new beat,0.885,0.844,0.715,124.602,0.0147,-9.225,68.0
 new jack swing,0.6843833333333333,0.5579,0.635325,118.9857,0.15098366666666668,-10.457716666666666,59.06666666666667
 new jersey hardcore,0.22599999999999998,0.8765000000000001,0.34850000000000003,188.086,0.5055000000000001,-8.5425,60.0
 new jersey indie,0.552,0.634,0.213,76.557,0.00994,-8.302,78.0
 new jersey punk,0.22599999999999998,0.8765000000000001,0.34850000000000003,188.086,0.5055000000000001,-8.5425,60.0
 new jersey rap,0.6905,0.581,0.6704000000000001,95.40520000000001,0.15645,-11.0211,67.9
 new orleans blues,0.692,0.3865,0.519,98.469,0.46514999999999995,-13.248000000000001,55.5
 new orleans funk,0.507,0.763,0.708,176.193,0.172,-12.732,55.0
 new orleans jazz,0.363,0.174,0.3005,86.362,0.663,-19.3685,71.0
 new orleans rap,0.7168965517241379,0.6794137931034483,0.4474620689655172,121.48179310344828,0.14871927586206898,-5.988655172413793,69.37931034482759
 new orleans soul,0.595,0.279,0.212,92.345,0.838,-12.794,56.0
 new rave,0.6188750000000001,0.827125,0.631375,136.2875,0.016080375,-5.123875,68.875
 new romantic,0.6222682926829268,0.7374065040650406,0.6900975609756098,125.84285365853658,0.13742156097560976,-8.459983739837398,63.21951219512195
 new wave,0.6059491525423729,0.7284124293785311,0.7020225988700565,124.24331073446326,0.13663357322033898,-8.592327683615819,63.282485875706215
 new wave pop,0.6301155778894473,0.6948402010050252,0.6826633165829146,123.11363819095479,0.1666794432160804,-9.028281407035175,65.12060301507537
 new weird america,0.369,0.4545,0.627,167.324,0.61,-11.2015,58.5
 nintendocore,0.713,0.868,0.641,119.98,0.00206,-6.644,69.0
 no wave,0.921,0.529,0.724,102.941,0.0845,-11.974,54.0
 noise pop,0.37233333333333335,0.6506666666666666,0.38799999999999996,111.89133333333332,0.21489496666666666,-9.826166666666667,59.333333333333336
 noise rock,0.46575,0.63925,0.5327500000000001,101.73025,0.22572425000000002,-9.620000000000001,61.25
 norteno,0.6809999999999999,0.5769615384615384,0.8186442307692308,122.146125,0.35301403846153845,-7.896259615384616,65.34615384615384
 norteno-sax,0.517,0.489,0.768,165.908,0.191,-7.598,65.0
 north carolina hip hop,0.7305,0.568,0.4053583333333333,118.21408333333333,0.18525833333333333,-8.433416666666666,73.75
 north carolina roots,0.582,0.371,0.163,128.756,0.912,-9.585,67.0
 northern irish indie,0.556,0.763,0.814,138.984,0.000728,-3.952,75.0
 northern soul,0.5726190476190476,0.5244285714285715,0.6465238095238095,124.15461904761904,0.3123142857142857,-11.251761904761905,60.523809523809526
 norwegian indie,0.566,0.366,0.237,129.96,0.113,-12.808,86.0
 novelty,0.643,0.617,0.881,157.748,0.823,-5.006,58.0
 nu jazz,0.264,0.128,0.0774,148.499,0.885,-15.443,64.0
 nu metal,0.46045038167938934,0.8403893129770992,0.42027099236641224,125.40525954198473,0.0219414956870229,-5.411129770992366,67.71374045801527
 nu-cumbia,0.6283333333333333,0.5411666666666667,0.629,98.18366666666667,0.33499999999999996,-8.446166666666667,70.33333333333333
 nursery,0.793,0.61,0.902,118.309,0.309,-6.191,69.0
 nwobhm,0.4548421052631579,0.8738947368421052,0.49926315789473685,112.66963157894736,0.019500368421052634,-6.105368421052631,58.8421052631579
 nyc rap,0.7989999999999999,0.665,0.778,84.264,0.3775,-3.625,74.5
 nz pop,0.67225,0.49424999999999997,0.35660000000000003,101.20925,0.258,-8.36525,74.25
 oakland hip hop,0.61,0.5843333333333334,0.438,135.97433333333333,0.10946666666666667,-8.059666666666667,76.33333333333333
 oc rap,0.627,0.123,0.11,131.883,0.859,-14.411,76.0
 ohio hip hop,0.7002727272727273,0.6212727272727272,0.5515454545454546,116.61518181818182,0.30450272727272726,-7.63909090909091,66.18181818181819
 oklahoma country,0.663,0.514,0.4835,113.7055,0.22525,-7.858499999999999,76.0
 old school atlanta hip hop,0.7754375,0.684875,0.5348125,108.9044375,0.0577669375,-6.0636875,67.75
 old school hip hop,0.8081739130434783,0.7043913043478262,0.7139565217391304,117.61391304347826,0.07754956521739131,-8.924739130434784,62.65217391304348
